text,source,claim_num,group
says ny gov andrew cuomo rejected buying recommended 16000 ventilators in 2015 for the pandemic for a pandemic established death panels and lotteries instead so he had a chance to buy in 2015 16000 ventilators at a very low price and he turned it down,politifact,659,1
says gov tony evers is pushing firearm confiscation orders,politifact,660,1
slices of lemon in a cup of hot water can save your life the hot lemon can kill the proliferation of the novel coronavirus,politifact,661,1
says russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak,politifact,662,1
us deaths since 122 (2020): covid 19: 27 flu 4700; abortion: 118000,politifact,663,1
says businesses will give you free baby formula during the coronavirus outbreak,politifact,664,1
for coronavirus cases in the us 38 of those hospitalized are under 35,politifact,665,1
the federal government is preparing to mobilize the national guard dispatch them across the us with military and announce a nationwide 1 week quarantine for all citizens,politifact,666,1
sunlight actually can kill the (novel coronavirus),politifact,667,1
people are going door to door in colorado springs stating they are covid testing so they can rob people!!!!,politifact,668,1
says the new york times exposed the real reason behind coronavirus hype: crash the market to harm trumps re election chances,politifact,669,1
i've always known this is a real this is a pandemic i've felt it was a pandemic long before it was called a pandemic,politifact,670,1
president trump covid 19 coronavirus: us cases 1329; us deaths 38; panic level: mass hysteria president obama h1n1 virus: us cases 608 million; us deaths 12469; panic level: totally chill do you all see how the media can manipulate your life,politifact,671,1
italy has decided not to treat their elderly for this virus,politifact,672,1
says anthony faucis statement that the coronavirus death rate is 10 times that of the seasonal flu is a claim without any scientific basis,politifact,673,1
covid 19 started because we eat animals,politifact,674,1
msnbc actually said on air i hope enough people die from coronavirus that it harms trumps re election,politifact,675,1
in south florida all children and adults must remain in their homes due to coronavirus,politifact,676,1
president donald trump will evoke (sic) what is called the stafford act and order a two week mandatory quarantine for the nation,politifact,677,1
donald trump is announcing tomorrow that the us is going into quarantine for the next 14 days,politifact,678,1
coronavirus  22 clintons  39,politifact,679,1
the cdc can detain anyone with a fever  indefinitely  vaccination (is) a way people could get out of detention,politifact,680,1
the simpsons' predicted tom hanks getting coronavirus in 2007,politifact,681,1
drinking water a lot and gargling with warm water & salt or vinegar eliminates the coronavirus,politifact,682,1
video shows president donald trump saying covid 19 is democrats new hoax,politifact,683,1
says you can monitor yourself for covid 19 with a breath test,politifact,684,1
its actually the safest time to fly,politifact,685,1
says if you donate blood they have to test you for coronavirus,politifact,686,1
akira is a 1988 movie about an apocalyptic event taking place months before tokyo 2020 olympics showing the (world health organization) advising japan to postpone the olympics because of a pandemic risk,politifact,687,1
says tom hanks has a volleyball to keep him company while hes quarantined,politifact,688,1
nyc man drops dead in middle of street  suspected coronavirus!,politifact,689,1
anybody that wants a test (for the coronavirus) can get a test,politifact,690,1
if the coronavirus gets in your mouth drinking water or other liquids will wash them down through your esophagus and into the stomach once there in tummy  your stomach acid will kill all the virus,politifact,691,1
being exposed to the sun for two hours kills the 2019 coronavirus,politifact,692,1
says daniel radcliffe has the coronavirus,politifact,693,1
president trump has come into contact with a potential coronavirus sufferer!,politifact,694,1
the coronavirus was invented and patented in the usa and then planted in china,politifact,695,1
the coronavirus is simply the common cold,politifact,696,1
coronavirus hoax: fake virus pandemic fabricated to cover up global outbreak of 5g syndrome,politifact,697,1
says donald trump tweeted corona vaccine from israel! stock market up! economy even stronger now! besides us israel best at inventions: judaism olives wonderful vaccine will stop corona dead around world cant make vaccines when being bombed not have been possible without peace i created in israel!,politifact,698,1
the media pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus,politifact,699,1
starting in march if you travel outside of the united states you wont be allowed back in the country due to high risk of the coronavirus,politifact,700,1
the state of florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of covid 19 coronavirus starting on march 6 2020 all schools are to close for 2 weeks also from march 6th,politifact,701,1
says the vatican reports that pope francis tested negative for the coronavirus before a second test came back positive,politifact,702,1
quotes sen lindsey graham as saying president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc,politifact,703,1
the blood test for coronavirus costs $3200,politifact,704,1
man visited albany ny days before dying from coronavirus,politifact,705,1
says two patients at valley regional medical center in brownsville texas are being looked at for possible coronavirus infections,politifact,706,1
says president donald trump spawned the wuhan super virus outbreak under code name zyphr,politifact,707,1
shands hospital of gainesville florida has confirmed its first case of coronavirus,politifact,708,1
the coronavirus has made it to mississippi and the lady that caught it wasnt around nobody with it which means it is airborne that means if the wind blows it your direction youll have it also,politifact,709,1
says a photo shows a man wearing a government issue saint laurent hazardous materials suit,politifact,710,1
sanitizer will do nothing for the coronavirus,politifact,711,1
america has been vaccinating cattle for coronavirus for years yet the news tells you its new and gunna kill you all so go buy mask,politifact,712,1
says the vatican confirmed that pope francis and two aides tested positive for coronavirus,politifact,713,1
florida hospital reports a coronavirus infestation with multiple confirmed patients,politifact,714,1
hair weave and lace fronts manufactured in china may contain the coronavirus,politifact,715,1
says the simpsons predicted the coronavirus,politifact,716,1
high levels of sulfur dioxide in wuhan may be a sign of mass cremations of victims of the coronavirus,politifact,717,1
coronavirus patients are being cremated alive in china,politifact,718,1
says the 2008 book end of days predicted the current coronavirus outbreak,politifact,719,1
says 20 million chinese converted to islam after its proven that the coronavirus doesnt affect muslims,politifact,720,1
breaking: uk prepares for full lockdown after hundreds of new cases  wuhan super virus updates,politifact,721,1
when using a medical mask youre supposed to use white side out (this is the filter part) for when youre not sick,politifact,722,1
says the 2019 coronavirus causes sudden death syndrome,politifact,723,1
says the coronavirus is a military bio weapon developed by china's army,politifact,724,1
says the coronavirus was engineered by scientists in a lab,politifact,725,1
on july 25 2020 a couple wore swastika face masks while shopping at a walmart store in minnesota,snopes,726,0
the total number of covid 19 deaths in the us will be double the american death toll from the vietnam war by fall 2020,snopes,727,0
thirteen felician sisters from one convent died from covid 19,snopes,728,0
a photograph shows dr anthony fauci at a baseball game with his mask lowered below his mouth ,snopes,729,0
a kentucky couple were placed under house arrest in july 2020 after a woman diagnosed with covid 19 refused to agree to self isolate because it would require her to get prior approval to go to the hospital,snopes,730,0
president trump gave a talk during the covid 19 pandemic in which he remonstrated about showers and dishwashers not functioning properly due to low flow standards,snopes,731,0
a mcdonald's sign requiring that all customers provide their names and phone numbers for collection is real,snopes,732,0
richard rose of port clinton ohio died of covid 19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as hype,snopes,733,0
a missouri school district asked parents to sign a covid 19 liability waiver in advance of the 2020 2021 school year ,snopes,734,0
in july 2020 us president donald trump's administration established new guidelines for hospitals to report covid 19 patient information that eliminates the centers for disease control and prevention (cdc) as the leader of data collection,snopes,735,0
the covid 19 coronavirus pandemic caused a nationwide shortage of us coins in circulation during the summer of 2020,snopes,736,0
dr anthony fauci said the national institutes of health (nih) was told to cancel a grant funding research for a study investigating how coronaviruses jump from bats to humans,snopes,737,0
a photograph shows the damage to a person's lung from the covid 19 coronavirus disease ,snopes,738,0
melinda gates said black people should be first in line after health care workers to be vaccinated against covid 19,snopes,739,0
a video shows a group of people celebrating the end of covid 19 restrictions in new zealand ,snopes,740,0
british media personality piers morgan penned a scathing open letter to us president donald trump marking the end of their years long friendship,snopes,741,0
us president donald trump said he tested very positively for covid 19 meaning his test results came back negative and he did not have the coronavirus disease,snopes,742,0
a photograph shows us president donald trump wearing a protective face mask during a visit to a ford manufacturing plant in spring 2020,snopes,743,0
a photograph shows a protester against pandemic stay at home orders holding a sign declaring that muzzles are for dogs and slaves,snopes,744,0
naiad director dr anthony fauci warned in january 2017 that the trump administration would face a surprise infectious disease outbreak,snopes,745,0
an image shows a restaurant receipt displaying a 5 covid 19 surcharge   ,snopes,746,0
a sign shows an anti lockdown protester carrying a sign reading social distancing = communism,snopes,747,0
during the covid 19 coronavirus pandemic us president donald trump visited a manufacturing plant without wearing a face mask as guns n' roses' rendition of live and let die played on loudspeakers during his visit,snopes,748,0
as of april 25 2020 the rate of people dying from the covid 19 coronavirus disease in new york city was at least 250 times higher than tokyo's  and growing with time,snopes,749,0
right wing commentator bill mitchell tweeted someone let me know when 55000 americans have died from covid 19 coronavirus disease,snopes,750,0
us president donald trump implied the obama administration left behind bad broken and obsolete covid 19 diagnostic tests,snopes,751,0
2008 nobel prize winner luc montagnier said that covid 19 coronavirus disease was artificially created in a lab by biologists working on an aids vaccine,snopes,752,0
the irish times newspaper published a column by fintan otoole expressing pity for the united states over us president donald trump's leadership during the covid 19 pandemic,snopes,753,0
a picture shows a person holding a sacrifice the weak sign at a rally urging the state of tennessee to re start its economy amid covid 19 lockdown orders,snopes,754,0
a photograph shows a your health is not more important than my liberties! message displayed on an automobile window at a protest calling for the loosening of covid 19 social distancing restrictions,snopes,755,0
us president donald trump suggested during a white house briefing that injecting disinfectants could treat covid 19 ,snopes,756,0
under us president donald trump federal authorities are confiscating orders of personal protective equipment (ppe) from local governments amid the covid 19 pandemic,snopes,757,0
the word quarantine stems from the italian word for forty representing the number of days persons potentially exposed to communicable diseases had to remain in isolation,snopes,758,0
a photograph shows a flyer posted for an end the lockdown rally in staten island,snopes,759,0
an ohio man died from complications related to the covid 19 coronavirus disease weeks after he downplayed the virus on social media ,snopes,760,0
us president donald trump tweeted in 2014 that governors were making a mistake by backing off ebola quarantines ,snopes,761,0
a photograph shows protesters displaying an anti semitic sign during a covid 19 lockdown protest,snopes,762,0
the better business bureau advised facebook users to reconsider posting high school senior photos in spring 2020 to help protect their online privacy,snopes,763,0
us president donald trump tapped world wrestling entertainment ceo vince mcmahon as an adviser on reopening the us economy,snopes,764,0
a photograph shows a group of people outside of the ohio statehouse protesting shelter in place laws put in place during the covid 19 pandemic ,snopes,765,0
us president donald trump's name will appear on covid 19 stimulus checks ,snopes,766,0
a video clip shows former president barack obama stressing the need for us pandemic preparedness in 2014,snopes,767,0
images show mass graves being dug in new york to bury victims of the covid 19 coronavirus disease pandemic in 2020,snopes,768,0
a cbs news program used a brief clip from an italian hospital in a segment about the coronavirus crisis in new york city,snopes,769,0
text on a government website for the strategic national stockpile was altered after jared kushner's remarks during an april 2020 press conference ,snopes,770,0
us president trump wrote sen chuck schumer d new york a letter blaming the state's medical supply shortage amid an ongoing pandemic on impeachment proceedings against trump,snopes,771,0
experts and officials warned in 2018 that the us government would be unable to respond effectively to a pandemic,snopes,772,0
us president donald trump golfed several times and held a number of rallies after learning about the threat of the coronavirus ,snopes,773,0
the us facilitated the sending of nearly 178 tons of donated medical supplies to china to combat the spread of the novel coronavirus in early 2020,snopes,774,0
photographs show a homeless shelter with painted social distancing boxes in a las vegas parking lot,snopes,775,0
the empire state building displayed a red and white siren light during the covid 19 pandemic ,snopes,776,0
a newspaper clipping from 1918 documents a public notice from the city of kelowna british columbia announcing that schools movie theaters and other public places would be closed to prevent the spread of spanish influenza ,snopes,777,0
in regards to reopening the economy during the covid 19 pandemic the former ceo of wells fargo stated well gradually bring those people back and see what happens some of them will get sick some may even die i dont know,snopes,778,0
a meme documents us president donald trump's statements about the covid 19 pandemic in march 2020,snopes,779,0
amazon solicited donations from the public to pay sick leave to contractors and seasonal workers during the covid 19 pandemic,snopes,780,0
the us department of justice under trump has proposed granting federal judges broad authority to pause court proceedings during a national emergency effectively allowing defendants to be detained indefinitely until the emergency is deemed over,snopes,781,0
usa today published a front page article about the development of a covid 19 vaccine the same day kobe bryant's death was reported,snopes,782,0
a viral list notes numerous good news items related to the fight against the covid 19 coronavirus disease pandemic ,snopes,783,0
a photograph posted on social media in march 2020 shows an authentic image of us president donald trump's speech notes with the word corona scratched out and replaced in handwriting by chinese,snopes,784,0
a list documents us president donald trump's various statements about the spread of covid 19 coronavirus disease ,snopes,785,0
almost 200 people in italy died from the coronavirus in a 24 hour period between march 11 and 12 2020,snopes,786,0
cristina higgins authored a personal account about the spread of covid 19 in italy ,snopes,787,0
a doctor in italy shared numerous details about how hospitals in the country are dealing with covid 19 a disease caused by the new coronavirus,snopes,788,0
dr abdu sharkawy an infectious diseases specialist penned a viral facebook post warning about the loss of reason in the face of panic over the new coronavirus in 2020,snopes,789,0
denver councilwoman candi cdebaca tweeted #solidarity in response to a post suggesting that if infected with new coronavirus a person would attend as many trump rallies as possible ,snopes,790,0
internet trolls attempted to disrupt the iowa caucuses by flooding the phone lines where caucus managers called in results ,snopes,791,0
the chinese government is building a hospital in 10 days to deal with the new coronavirus,snopes,792,0
38 of wisconsins coronavirus funding has been spent,politifact,793,0
theres a direct correlation between north carolinas mask requirement and covid 19 stabilization,politifact,794,0
five veterinary labs have their clia certification to officially test human patients there are a lot of labs who are doing surveillance testing that don't need the clia certification,politifact,795,0
say wisconsin republican lawmakers have done nothing while neighboring states like minnesota illinois and michigan have already implemented safety precautions like requiring individuals to wear masks,politifact,796,0
local governments are making these (covid 19) decisions on inaccurate data because the negatives are not being entered  across the state of wisconsin,politifact,797,0
social media posts claim the us postal service says you should give mail in ballots at least 14 days roundtrip so if you plan to vote by mail election day isnt november 3 its october 20th,politifact,798,0
under the leadership of wvgovernor justice west virginia now has the highest rate of covid 19 spread from person to person than any other state,politifact,799,0
taxpayers spent $70000000 to develop this drug ( remdesivir),politifact,800,0
i all the way back in january warned (president trump that) this pandemic was coming i talked about what we needed to do,politifact,801,0
cal cunningham criticized (the paycheck protection program) while his company benefitted,politifact,802,0
kids are less likely to get it (covid 19) you know theyre less likely to spread so i think theres some pretty good data out there that will help alleviate some of the concerns,politifact,803,0
lists eight wealthy politicians and public figures who got millions (or close to it) in ppp loans,politifact,804,0
higher education is one of america's strongest export sectors over 1 million international students studied at american universities (in the) 2018 19 school year they contributed over $40 billion to the economy,politifact,805,0
federal aid for state and local governments through a proposed coronavirus relief bill would amount to half of what the republicans put onto the national debt,politifact,806,0
the cdc tried to develop clear guidelines about what the stages of re opening should look like  the administration delayed and scaled them back,politifact,807,0
hays county in central texas has seen an incredible 845 increase in (covid 19) cases since june 7,politifact,808,0
google and apple put a covid tracker on every phone,politifact,809,0
significantly more people died of covid 19 in two months than died of overdoses all of last year or the year before,politifact,810,0
there are state workers who are idle at home during the coronavirus pandemic,politifact,811,0
in covid 19 crisis only 20 of african americans had jobs where they could work from home,politifact,812,0
infection rates in allegany cattaraugus and chautauqua counties have consistently been among the lowest in the state,politifact,813,0
research illustrates a clear correlation between vitamin d deficiencies and (higher) covid 19 mortality rates,politifact,814,0
two thirds of americans disapprove of donald trump not wearing a face mask in public,politifact,815,0
says president donald trump took more than a month to allocate congress emergency funding to tribes  and only did so after tribes sued,politifact,816,0
with retail people are moving around and you dont have as much a chance to spread the virus (as you do) when people are sitting or standing indoors for long periods of time,politifact,817,0
says researchers found a fabric that kills coronaviruses,politifact,818,0
a long list shows new cdc guidelines for reopening schools,politifact,819,0
says joni ernst claims she pushed for new funding for hospitals and covid 19 testing after opposing it for weeks,politifact,820,0
the us had 44 cdc staffers in china to observe what was going on (president trump) brought home the vast majority of them i think left only four in place,politifact,821,0
almost 75 percent of the deaths from covid 19 in the state of texas are a result of people contracting covid 19 who are age 65 and older,politifact,822,0
va democrats authorized for early release over 4000 inmates 60 of which are incarcerated for violent offenses,politifact,823,0
gov wolf is not allowing companies that distribute us flags to ship out orders to be placed at veterans graves for memorial day,politifact,824,0
pelosis new coronavirus bill allows illegals to receive billions in relief funds in past current and future payments,politifact,825,0
beachgoers trash florida beaches with 13000 pounds of litter after beaches reopen,politifact,826,0
says wisconsin has not had a spike in coronavirus cases that was statistically significant related to the fact that they had voting,politifact,827,0
you have areas of pennsylvania that are barely affected and [the governor wants] to keep them closed,politifact,828,0
its not that theres a virus shield between canada (4500 deaths) and the us (80000 deaths) what exists is a difference in leadership,politifact,829,0
new york city could pay to house its homeless population in hotel rooms currently sitting vacant but mayor bill de blasio has absolutely to this point refused to do that,politifact,830,0
says gloves shouldnt be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go,politifact,831,0
technology coming to virginia allows covid 19 personal protection equipment to be decontaminated and reused 20 times without degrading performance,politifact,832,0
immigrants make up a majority of essential workers in places like new york city,politifact,833,0
congressional candidate chris jacobs voted against paid leave for covid 19,politifact,834,0
says wisconsin measures have prevented the death of at least 300 wisconsinites and perhaps as many as 1400 lives,politifact,835,0
covid 19 is here to stay and we need to accept that and be prepared to deal with covid long term,politifact,836,0
some states like montana and nebraska are getting more than $300000 in federal stimulus money per reported covid 19 case new york is the hardest hit state and yet we are getting only about $12000 per case,politifact,837,0
were also using a sterilization process  some great equipment that will sterilize masks up to 20 times per mask so thats like ordering 20 times more masks,politifact,838,0
small trials to test convalescent plasma therapy for coronavirus patients seem to have had some degree of success,politifact,839,0
dr anthony fauci told us theres nothing to worry about thats his quote theres nothing to worry about,politifact,840,0
even with no shutdown sweden has a lower covid 19 infection rate than uk italy and spain,politifact,841,0
north carolina is in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public,politifact,842,0
racial comparisons on coronavirus statistics in monroe county ny show that the impact on minorities is basically on par a little bit up from the population numbers meaning that we dont see that disparity as much here,politifact,843,0
virginia has lagged behind other states when it comes to (covid 19) testing,politifact,844,0
until this week they [osha] werent even enforcing these guidelines [for coronavirus] still today osha is not specifying which rules employees must follow or how to keep their workers safe and healthy,politifact,845,0
africans living in china now being forced to sleep outside in the cold as chinese nationals blame them for the rising number of new coronavirus cases in the country,politifact,846,0
republicans have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more even in the middle of this public health crisis,politifact,847,0
in a matter of days and in some cases the moment may even have passed that weve reached the peak of the rate of infections,politifact,848,0
illinois lags way behind all of our neighbors and certainly were in the bottom tier of states that are doing testing,politifact,849,0
the postal service is not losing money because of amazon its losing money because in 2006 the republican led congress passed a law forcing it to prepay its pensions for 75 years which no other corporation does  without this law the postal service would be turning a profit,politifact,850,0
images show covid 19 victims being buried in mass graves in new york city,politifact,851,0
it has been estimated that only 12 of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package,politifact,852,0
says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it,politifact,853,0
says a california surfer was alone in the ocean when he was arrested for violating the states stay at home order,politifact,854,0
says of the coronavirus threat there was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel mardi gras,politifact,855,0
non essential people get to file for unemployment and make two to three times more than normal but essential workers still on the job get no pay raise,politifact,856,0
if youve let somebody claim your kids for income tax purposes you will not receive a stimulus check the person who claimed your kids is gonna get it,politifact,857,0
photo shows a crowded new york city subway train during stay at home order,politifact,858,0
pelosi tried to block voter idabsentee ballot protections,politifact,859,0
unemployment now pays $24hour even if your wages were lower why dont essential people forced to still work get $24 too?,politifact,860,0
says for the coronavirus the death rate in texas per capita of 29 million people we're one of the lowest in the country,politifact,861,0
says ron johnson said americans should go back to work because death is an unavoidable part of life,politifact,862,0
says north carolina hospital beds are typically 85 full across the state,politifact,863,0
my mask will keep someone else safe and their mask will keep me safe,politifact,864,0
says a study projects wisconsins coronavirus cases will peak on april 26 2020,politifact,865,0
says that under order from gov tony evers he and his eight children cant legally have dinner together anymore,politifact,866,0
says truck drivers are being turned away from fast food restaurants during the covid 19 pandemic,politifact,867,0
australia closing borders in a few hours for 6 months,politifact,868,0
says nancy pelosis coronavirus bill includes tax credits for solar and wind energy  retirement plans for community newspaper employees  $300 million for pbs  climate change studies and more,politifact,869,0
says it was unquestionably not within his legal authority to postpone illinois primary election by changing the date or shifting to vote by mail,politifact,870,0
says longstanding food and drug administration regulations created barriers to the private industry creating a test quickly for the coronavirus,politifact,871,0
wisconsin is the only state where all republicans voted against protecting its citizens,politifact,872,0
2019 coronavirus can live for up to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel,politifact,873,0
says that over a 45 minute period that we had the press conference on the coronavirus on march 13 2020 the stock market set an all time record,politifact,874,0
says most nc legislators are in the high risk age group for coronavirus,politifact,875,0
says spectrum will provide free internet to students during coronavirus school closures,politifact,876,0
of the trump administrations european travel restrictions that exempt the uk: well you can just get into the chunnel and youll be in the uk,politifact,877,0
whole of italy goes into quarantine,politifact,878,0
youre more likely to die of influenza right now than the 2019 coronavirus,politifact,879,0
with regard to the cost let me be very clear: hhs has designated the coronavirus test as an essential health benefit that means by definition it's covered in the private health insurance of every american as well as covered by medicare and medicaid,politifact,880,0
the united states is actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing,politifact,881,0
three chinese nationals were apprehended trying to cross our southern border illegally each had flu like symptoms border patrol quickly quarantined them and assessed any threat of coronavirus,politifact,882,0
says of president donald trumps actions on the coronavirus: no 1 he fired the pandemic team two years ago no 2 he's been defunding the centers for disease control,politifact,883,0
"Isaiah Anthony Wayne Jackson of Springfield, Ohio, was arrested in connection with a widely shared photograph of a man kneeling on a toddler's neck along with the caption ""BLM now mf.""",snopes,884,2
A news reporter in Florida was diagnosed with cancer after a viewer spotted a lump in her throat during a broadcast. ,snopes,885,2
The Trump administration issued a memo in July 2020 that listed physical characteristic to look for in order to identify incoming transgender people at federally funded homeless shelters.,snopes,886,2
A video shows two lines of ants and termites positioned to defend their respective workers. ,snopes,887,2
A squirrel in a rural Colorado town tested positive for bubonic plague in July 2020.,snopes,888,2
A video shows two people waving guns at protesters in front of their home. ,snopes,889,2
A photograph shows graffiti on a Stevie Ray Vaughan statue in Texas in 2020. ,snopes,890,2
"Racial justice activist Shaun King said statues of ""white Jesus"" should be torn down.",snopes,891,2
"A photograph shows troops guarding the Lincoln Memorial in Washington, D.C.",snopes,892,2
"The state of Rhode Island is moving to drop the word ""Plantation"" from its official name.",snopes,893,2
"A video shows a ""leader"" of the Capitol Hill Organized Protest (CHOP), Raz Simone, giving a semi-automatic weapon to a fellow protester. ",snopes,894,2
A photograph shows a burnt-out car amidst the wreckage of protests in Minneapolis following the May 2020 death of George Floyd.,snopes,895,2
"A photograph shows a demonstrator at a June 2020 Black Lives Matter protest in Bethel, Ohio, holding a sign reading, ""I'm Sorry I'm Late. I Had a Lot To Learn.""",snopes,896,2
"Film director James Cameron said that he chose a cop for the villain of ""Terminator 2"" in part because ""cops think of all non-cops as less than they are.""",snopes,897,2
A photograph shows a traffic sign that was altered to show a fist raised in protest. ,snopes,898,2
"A photograph shows a statue of Christopher Columbus that was ""beheaded.""",snopes,899,2
Law enforcement officers in Minnesota slashed the tires of cars parked near demonstrations against police brutality in May 2020.,snopes,900,2
"U.S. Sen. Ted Cruz criticized Democratic legislators for wanting to ""arrest"" churchgoers but not ""looters.""",snopes,901,2
"U.S. Sen. Mitt Romney participated in a June 7, 2020 civil rights protest.",snopes,902,2
Asheville police officers destroyed a medic tent and its supplies while enforcing a curfew during a protest against police brutality.,snopes,903,2
"On June 5, 2020, U.S. President Donald Trump stated during a talk about employment numbers that it was a ""great day"" for George Floyd, a black man who was killed May 25 after a Minneapolis police officer kneeled on his neck.",snopes,904,2
"A video taken at a George Floyd protest in Denver on the night of May 29, 2020 shows police officers firing pepper balls at a car after the driver told them the passenger was pregnant. ",snopes,905,2
A photograph shows a statue of U.S. Confederate Gen. Robert E. Lee that was marked with graffiti during the 2020 George Floyd protests. ,snopes,906,2
"Nickelodeon, the children's network, went off air for eight minutes and 46 seconds to protest police brutality. ",snopes,907,2
A photograph shows a police officer in riot gear aiming a rubber bullet gun near a little boy sitting on an adult's shoulders. ,snopes,908,2
A photograph shows George Floyd holding up a Bible.,snopes,909,2
"Twitter added a warning label to and hid U.S. President Donald Trump's tweet about the Minneapolis protests against police brutality, saying it violated the platform's rules against ""glorifying violence."" ",snopes,910,2
"Triscuit crackers are so named because they are biscuits ""baked by electricity.""",snopes,911,2
"Former U.S. Vice President Joe Biden once said he didn't want his kids to grow up in a ""racial jungle"" in regards to desegregation.",snopes,912,2
"Democratic 2020 presidential candidate Joe Biden said during a debate that ""150 million people have been killed [by guns] since 2007.""",snopes,913,2
"the retail market we participate in is extraordinarily large and competitive. amazon accounts for less than 1% of the $25 trillion global retail market, and less than 4% of u.s. retail.",politifact,914,2
"...virginia, more than any other state, had the steepest drop in the number of abortions between 2011 and 2017.",politifact,915,2
"right now, we are about 4% behind the (census) response rate where we were in 2010. but for black and latino and native american communities, theyre behind by 10%.",politifact,916,2
west virginia is the state with the oldest population.,politifact,917,2
"on home health workers low pay and limited benefits, 40% are still on snap or medicaid.",politifact,918,2
"theres already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.",politifact,919,2
"ppp on average probably provided a grant of around $11,000 per employee.",politifact,920,2
murders this year have spiked 27% in philadelphia.,politifact,921,2
tea is allowing online learning with attendance stipulations but will not fund school districts if they do not open their schools...if schools do not open and are not funded there will be no more teachers or school at all.,politifact,922,2
businesses that refuse any legal tender can be fined and sued.,politifact,923,2
the average family in america forks over more of their hard-earned income to their local hospital than to the irs.,politifact,924,2
alexandria ocasio-cortez votes with president trump more than abigail spanberger does.,politifact,925,2
"homicides are intraracial. when you look at white-on-white crime, it's 84%. right? homicides. white people kill white people.",politifact,926,2
says a leader of the blackfeet nation tribe designed the current washington redskins logo and once said it made us all proud to have an indian on a big-time team.,politifact,927,2
"three hundred sixty thousand pennsylvanians fought on the side of the union to defeat the flag, that confederate flag, including more black soldiers coming from pennsylvania than any other state in the nation.",politifact,928,2
former u.s. vice president richard mentor johnson was a slave owner married to one of his slaves and father of two children with her.,politifact,929,2
black lives matter demonstrators attack elderly man wearing oxygen.,politifact,930,2
the tony evers administration is wrong to blame old computer software being used to process unemployment claims; it has nothing to do with the backlog.,politifact,931,2
the united states has not completed a top-to-bottom review of our criminal justice system at the national level since 1965.,politifact,932,2
"lawyer-couple who pointed guns at protesters are black lives matter backers, democrats and represent a police brutality victim.",politifact,933,2
"nfl player stood alone while his whole team stayed in the locker room during the national anthem, a real american patriot!",politifact,934,2
trump lost a trade war that he started.,politifact,935,2
"says maine gov. janet mills is using taxpayer money to buy cars for those on welfare, without a public hearing on the rules. if someone on welfare sells the car for cash without the states approval, the rules dont allow the state to prosecute them for car theft.",politifact,936,2
1977: biden said integrating black students would turn schools into a jungle_Â¦ a racial jungle.,politifact,937,2
says gov. evers has refused to identify or discipline the staff member who secretly taped a conversation with gop leaders.,politifact,938,2
"80% of the american people support our dreamers. over 70% think they should have a path to citizenship, and that's democrats, republicans, independents.",politifact,939,2
"says a 1942 milwaukee ymca brochure shows children playing a violent, racist carnival game",politifact,940,2
"our health department, our city and our county declared racism as a public health crisis last year.",politifact,941,2
"says nate mcmurray said that gun owners are part of the most insecure and dangerous club on earth, that the nra are homegrown terrorists, and that abortion opponents are the american taliban.",politifact,942,2
a white armed-robbery suspect was sentenced to two years in jail while a black armed-robbery suspect was sentenced to 26 years in prison by the same florida judge.,politifact,943,2
"cops in norway: require 3 years of training, 4 people killed since 2002. cops in finland: require 2 years of training, 7 people killed since 2000. cops in iceland: require 2 years of training, 1 person killed since ever. cops in the u.s.: require 21 weeks of training, 8,000+ people killed since 2001.",politifact,944,2
says donald trump has opposed plans to clean up toxic chemicals that cause cancer (that) are in the water _Â¦. (and) put wisconsin at risk.,politifact,945,2
"said new york gov. andrew cuomo said that with all the technology we have, we don't need actual classrooms.",politifact,946,2
"since the week ending march 14, wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.",politifact,947,2
"if roe is overturned, wisconsin has a law on the books that would immediately make abortion a crime.",politifact,948,2
"says police officers in austin, texas, have been authorized to use live rounds, and lethal force against protesters.",politifact,949,2
says the obama administration was doing pattern-or-practice investigations of discrimination by police departments and donald trump came in with jeff sessions and undid those.,politifact,950,2
"says the republican party started in ripon, wis., to counter the democrats plans to expand slavery.",politifact,951,2
ive taken a pledge not to take one dime of corporate pac donations.,politifact,952,2
"on the southern border, as you know, the wall is going up, it's going up very rapidly. we're at 182 miles.",politifact,953,2
"speaking about border apprehensions, said we have some of the best numbers we've ever had. southern border, the best numbers we've ever had.",politifact,954,2
(retail) milk has gone up 7.5% since this time last year. the price farmers are paid has dropped 23%.,politifact,955,2
